id,nom,genre,freq
19813,carga,f,916
19814,creuse,f,916
19815,dialectal,m,916
19816,dunamis,f,916
19817,goniomètre,m,916
19818,helléniste,m,916
19819,repetición,f,916
19820,saboteur,m,916
19821,tapette,f,916
19822,carabinier,m,915
19823,gouvememen,m,915
19824,haïk,m,915
19825,horizontalité,f,915
19826,impudence,f,915
19827,lèse,f,915
19828,noble,m,915
19829,parathormone,f,915
19830,sbire,m,915
19831,corn,f,914
19832,dépressif,m,914
19833,désamorçage,m,914
19834,fondant,m,914
19835,gnostique,m,914
19836,parasitologie,f,914
19837,radiotélescope,m,914
19838,regla,f,914
19839,bios,m,913
19840,biréacteur,m,913
19841,chaufferette,f,913
19842,fléchisseur,m,913
19843,kommandantur,f,913
19844,mytiliculture,f,913
19845,métatextualité,f,913
19846,sarde,m,913
19847,sociolinguiste,m,913
19848,autocontrôle,m,912
19849,bactériémie,f,912
19850,benzodiazépine,f,912
19851,goupil,m,912
19852,inexistence,f,912
19853,manigance,f,912
19854,médian,m,912
19855,praefurnium,m,912
19856,psychiatrisation,f,912
19857,sol,f,912
19858,sonore,f,912
19859,autosatisfaction,f,911
19860,couvaison,f,911
19861,facilite,f,911
19862,interminable,f,911
19863,limier,m,911
19864,magnanerie,f,911
19865,peché,m,911
19866,redénomination,f,911
19867,donjuanisme,m,910
19868,ges,f,910
19869,harpie,f,910
19870,hypotexte,m,910
19871,introjection,f,910
19872,soviétologie,f,910
19873,tripartite,f,910
19874,accidenté,m,909
19875,beuglement,m,909
19876,communique,f,909
19877,crampon,m,909
19878,godille,f,909
19879,gracilité,f,909
19880,granulat,m,909
19881,grêle,m,909
19882,laide,f,909
19883,mérites,m,909
19884,alias,m,908
19885,auscultation,f,908
19886,bonbonnière,f,908
19887,chose,m,908
19888,concubinat,m,908
19889,expéditeur,m,908
19890,mac,m,908
19891,pliant,m,908
19892,trip,m,908
19893,compaignie,f,907
19894,corrige,m,907
19895,dispatching,m,907
19896,ejecución,f,907
19897,haïr,f,907
19898,hersage,m,907
19899,ideología,f,907
19900,macrophage,m,907
19901,magnétomètre,m,907
19902,morbide,m,907
19903,negotium,m,907
19904,phonographie,f,907
19905,piétin,m,907
19906,plastic,m,907
19907,polarisabilité,f,907
19908,réengagement,m,907
19909,tralala,m,907
19910,tropplein,m,907
19911,affabilité,f,906
19912,anticyclone,m,906
19913,antijudaïsme,m,906
19914,incinération,f,906
19915,janissaire,m,906
19916,rougissement,m,906
19917,répète,f,906
19918,sommaire,f,906
19919,sphere,f,906
19920,spécifieur,m,906
19921,televisión,f,906
19922,thomiste,m,906
19923,transitionnalité,f,906
19924,zouk,m,906
19925,écritoire,f,906
19926,délivre,f,905
19927,exhumation,f,905
19928,formant,m,905
19929,paterfamilias,m,905
19930,plectre,m,905
19931,située,f,905
19932,tourmaline,f,905
19933,zele,m,905
19934,écarteur,m,905
19935,décalcification,f,904
19936,incorrigible,m,904
19937,pivotement,m,904
19938,plante,m,904
19939,quintaine,f,904
19940,ronge,m,904
19941,transculturation,f,904
19942,acto,m,903
19943,ces,m,903
19944,didactologie,f,903
19945,figuralité,f,903
19946,hautparleur,m,903
19947,invective,f,903
19948,kalokagathia,f,903
19949,magasinage,m,903
19950,psychogénèse,f,903
19951,recognition,f,903
19952,vilaine,f,903
19953,apoplexie,f,902
19954,coappartenance,f,902
19955,coule,f,902
19956,escamotage,m,902
19957,farfelu,m,902
19958,frimousse,f,902
19959,frêle,f,902
19960,koiné,f,902
19961,possi,f,902
19962,pouvions,m,902
19963,prestesse,f,902
19964,péroné,m,902
19965,surveille,m,902
19966,tréfilerie,f,902
19967,barytine,f,901
19968,chrono,m,901
19969,deffense,f,901
19970,diablerie,f,901
19971,forgerie,f,901
19972,illogisme,m,901
19973,intercompréhension,f,901
19974,rappon,m,901
19975,renoncule,f,901
19976,reperfusion,f,901
19977,sclère,f,901
19978,sottisier,m,901
19979,surintendante,f,901
19980,autodiscipline,f,900
19981,carriere,f,900
19982,cartouchière,f,900
19983,chanoinesse,f,900
19984,chronométrie,f,900
19985,grattement,m,900
19986,malachite,f,900
19987,ourson,m,900
19988,clystère,m,899
19989,complexe,f,899
19990,contrepèterie,f,899
19991,cryothérapie,f,899
19992,fripe,f,899
19993,grandmesse,f,899
19994,mâche,f,899
19995,percevons,f,899
19996,theologie,f,899
19997,batiment,m,898
19998,géographe,f,898
19999,liberation,f,898
20000,bachotage,m,897
20001,ciré,m,897
20002,confus,m,897
20003,dés,f,897
20004,jeunot,m,897
20005,transitologie,f,897
20006,cogitative,f,896
20007,cryostat,m,896
20008,dioptrique,f,896
20009,décarburation,f,896
20010,protonotaire,m,896
20011,sefira,f,896
20012,battante,f,895
20013,dodo,m,895
20014,famiglia,f,895
20015,gazinière,f,895
20016,partielle,f,895
20017,sousproduit,m,895
20018,cartonnerie,f,894
20019,cavatine,f,894
20020,fenestre,f,894
20021,hémostase,f,894
20022,joumaliste,m,894
20023,mégamachine,f,894
20024,papayer,m,894
20025,tunisien,m,894
20026,bidimensionnalité,f,893
20027,minotaure,m,893
20028,plombémie,f,893
20029,poche,m,893
20030,remplage,m,893
20031,strategie,f,893
20032,angioplastie,f,892
20033,bazooka,m,892
20034,brocart,m,892
20035,gabarre,f,892
20036,géotechnique,f,892
20037,larmier,m,892
20038,portee,f,892
20039,pragmatiste,m,892
20040,sentais,m,892
20041,string,m,892
20042,apocryphe,m,891
20043,bithérapie,f,891
20044,cha,f,891
20045,cohéritier,m,891
20046,cordial,m,891
20047,cosmogenèse,f,891
20048,couvrefeu,m,891
20049,dyspepsie,f,891
20050,hais,f,891
20051,ile,f,891
20052,materiel,m,891
20053,paillis,m,891
20054,pénible,f,891
20055,rhodopsine,f,891
20056,scotome,m,891
20057,séparaient,m,891
20058,tranformation,f,891
20059,ba,m,890
20060,bénédicité,m,890
20061,costumier,m,890
20062,courbe,m,890
20063,génois,m,890
20064,officialisation,f,890
20065,pâle,f,890
20066,surprend,m,890
20067,thalle,m,890
20068,tortillard,m,890
20069,ventana,f,890
20070,basset,m,889
20071,esfera,f,889
20072,globine,f,889
20073,mutuellisme,m,889
20074,orangerie,f,889
20075,pneumocystose,f,889
20076,producciôn,f,889
20077,recepte,f,889
20078,rétrocontrôle,m,889
20079,svastika,f,889
20080,batardeau,m,888
20081,conformiste,m,888
20082,marronage,m,888
20083,perestroika,f,888
20084,polyglobulie,f,888
20085,sautoir,m,888
20086,arpentage,m,887
20087,carretera,f,887
20088,consequence,f,887
20089,cumulation,f,887
20090,dystrophine,f,887
20091,désépargne,f,887
20092,grégarité,f,887
20093,perfectionniste,m,887
20094,presentación,f,887
20095,régénérateur,m,887
20096,sexologue,m,887
20097,anormalité,f,886
20098,calamine,f,886
20099,clozapine,f,886
20100,cnuced,f,886
20101,cédraie,f,886
20102,distinct,m,886
20103,géopoétique,f,886
20104,herencia,f,886
20105,macédonien,m,886
20106,métamorphose,m,886
20107,naïade,f,886
20108,nondit,m,886
20109,quebrada,f,886
20110,sarkozysme,m,886
20111,délinéation,f,885
20112,insignifiance,f,885
20113,nymphomane,f,885
20114,onomastique,f,885
20115,pépé,m,885
20116,recuperación,f,885
20117,aérostat,m,884
20118,centriste,m,884
20119,imprécation,f,884
20120,indolence,f,884
20121,kératite,f,884
20122,laparoscopie,f,884
20123,pectine,f,884
20124,virtuose,f,884
20125,anticolonialisme,m,883
20126,camino,m,883
20127,fascine,f,883
20128,lanterneau,m,883
20129,munus,m,883
20130,philosophème,m,883
20131,raisons,f,883
20132,trouves,f,883
20133,zafra,f,883
20134,anagramme,m,882
20135,attachée,f,882
20136,cambium,m,882
20137,conséquentialisme,m,882
20138,demos,m,882
20139,lobule,m,882
20140,macchabée,m,882
20141,synopse,f,882
20142,ancêtre,f,881
20143,collabo,m,881
20144,comma,m,881
20145,cursive,f,881
20146,decorum,m,881
20147,fluvial,m,881
20148,gâtisme,m,881
20149,minoritaire,m,881
20150,néré,m,881
20151,ob,m,881
20152,redacción,f,881
20153,anus,m,880
20154,bas,f,880
20155,blende,f,880
20156,categorie,f,880
20157,dépigmentation,f,880
20158,fonçage,m,880
20159,leucopénie,f,880
20160,modernización,f,880
20161,nécessitarisme,m,880
20162,récupère,f,880
20163,röle,m,880
20164,soigneur,m,880
20165,souillarde,f,880
20166,chromosphère,f,879
20167,conduitte,f,879
20168,doline,f,879
20169,escala,f,879
20170,géodésique,f,879
20171,nociception,f,879
20172,plasmine,f,879
20173,rex,m,879
20174,supprime,f,879
20175,axiomatisation,f,878
20176,carosse,m,878
20177,débacle,f,878
20178,déconvolution,f,878
20179,espacio,m,878
20180,imperium,m,878
20181,maximation,f,878
20182,plâtrier,m,878
20183,psychothérapeute,f,878
20184,senseur,m,878
20185,titulus,m,878
20186,traditionnalisme,m,878
20187,variable,m,878
20188,étymon,m,878
20189,baillie,f,877
20190,brevetage,m,877
20191,cercosporiose,f,877
20192,dijo,m,877
20193,essuie,m,877
20194,fondouk,m,877
20195,gabardine,f,877
20196,jurande,f,877
20197,lanternon,m,877
20198,ligueur,m,877
20199,mijuillet,f,877
20200,phobique,m,877
20201,polémica,f,877
20202,prit,m,877
20203,professionalisation,f,877
20204,quittent,m,877
20205,rase,f,877
20206,régions,f,877
20207,subite,f,877
20208,subrécargue,m,877
20209,vaniteux,m,877
20210,amateurisme,m,876
20211,concessive,f,876
20212,contreprojet,m,876
20213,engeance,f,876
20214,indiscipline,f,876
20215,noie,f,876
20216,roquefort,m,876
20217,sententia,f,876
20218,soutient,f,876
20219,testa,f,876
20220,amourette,f,875
20221,camfranglais,m,875
20222,carnassier,m,875
20223,charleston,m,875
20224,quémandeur,m,875
20225,regardant,m,875
20226,sylviculteur,m,875
20227,synchrotron,m,875
20228,âtre,m,875
20229,applicabilité,f,874
20230,déficient,m,874
20231,mahométisme,m,874
20232,remet,f,874
20233,subsidiation,f,874
20234,coassurance,f,873
20235,discusión,f,873
20236,métallisation,f,873
20237,pulque,m,873
20238,thermolyse,f,873
20239,trekking,m,873
20240,vérifiabilité,f,873
20241,acrobatie,f,872
20242,amicale,f,872
20243,conflictualisation,f,872
20244,congolais,m,872
20245,devine,f,872
20246,dioptre,m,872
20247,dépressivité,f,872
20248,juin,m,872
20249,légal,m,872
20250,mina,f,872
20251,mythologisation,f,872
20252,purgatif,m,872
20253,rancho,m,872
20254,sacra,f,872
20255,source,m,872
20256,beylik,m,871
20257,diazépam,m,871
20258,ducasse,f,871
20259,décroissement,m,871
20260,lobbyiste,m,871
20261,nostre,m,871
20262,polygénisme,m,871
20263,rabatteur,m,871
20264,régleur,m,871
20265,sempiternel,m,871
20266,transposon,m,871
20267,burguesía,f,870
20268,sanhédrin,m,870
20269,telenovela,f,870
20270,assonance,f,869
20271,atomisme,m,869
20272,bimbeloterie,f,869
20273,filz,m,869
20274,francophone,f,869
20275,natron,m,869
20276,phénobarbital,m,869
20277,pébrine,f,869
20278,scissiparité,f,869
20279,solive,f,869
20280,tartufferie,f,869
20281,varus,m,869
20282,versoir,m,869
20283,bohémien,m,868
20284,datagramme,m,868
20285,eficacia,f,868
20286,mito,m,868
20287,pharmacodépendance,f,868
20288,replacement,m,868
20289,transnationalisme,m,868
20290,veneur,m,868
20291,cabot,m,867
20292,colonelle,f,867
20293,décanteur,m,867
20294,déféré,m,867
20295,instrumento,m,867
20296,ligne,m,867
20297,périphérisation,f,867
20298,recodification,f,867
20299,téléobjectif,m,867
20300,lut,f,866
20301,onirisme,m,866
20302,primordialité,f,866
20303,ra,f,866
20304,regression,f,866
20305,salutaire,f,866
20306,surfeur,m,866
20307,ta,f,866
20308,trespas,m,866
20309,économique,m,866
20310,bétonnière,f,865
20311,exclusivisme,m,865
20312,manipuler,f,865
20313,négraille,f,865
20314,pamplemousse,m,865
20315,parémie,f,865
20316,rhinoplastie,f,865
20317,schola,f,865
20318,thaumaturgie,f,865
20319,tourbillonnement,m,865
20320,trade,m,865
20321,carpocapse,m,864
20322,dense,m,864
20323,intéressé,m,864
20324,juvénilité,f,864
20325,misión,f,864
20326,muscat,m,864
20327,météorologue,m,864
20328,nominaliste,m,864
20329,numismate,m,864
20330,opacification,f,864
20331,pensé,f,864
20332,pres,f,864
20333,recollection,f,864
20334,regula,f,864
20335,trophicité,f,864
20336,trouves,m,864
20337,activite,f,863
20338,cyber,m,863
20339,dicibilité,f,863
20340,dracunculose,f,863
20341,décapotable,f,863
20342,especie,f,863
20343,hypercalcémie,f,863
20344,incrément,m,863
20345,nanti,m,863
20346,nounours,m,863
20347,quittai,m,863
20348,veille,m,863
20349,cornière,f,862
20350,encablure,f,862
20351,micron,m,862
20352,reconception,f,862
20353,socket,f,862
20354,tamponnade,f,862
20355,territorial,m,862
20356,claquage,m,861
20357,dissout,m,861
20358,guesdisme,m,861
20359,jusquiame,f,861
20360,mappe,f,861
20361,micropropagation,f,861
20362,seureté,f,861
20363,turboréacteur,m,861
20364,angor,m,860
20365,chardonneret,m,860
20366,cinquantième,m,860
20367,délié,m,860
20368,hijâb,m,860
20369,intellectualité,f,860
20370,pelleterie,f,860
20371,photomètre,m,860
20372,trognon,m,860
20373,compérage,m,859
20374,déménageur,m,859
20375,medicina,f,859
20376,tradipraticien,m,859
20377,trigone,m,859
20378,épicurisme,m,859
20379,fonc,f,858
20380,gneiss,m,858
20381,insoumis,m,858
20382,miraculeux,m,858
20383,moda,f,858
20384,relazione,f,858
20385,romantique,f,858
20386,vivrier,m,858
20387,algarade,f,857
20388,condi,f,857
20389,consommatrice,f,857
20390,foliotation,f,857
20391,limpieza,f,857
20392,mandingue,m,857
20393,marrane,m,857
20394,oursin,m,857
20395,quittai,f,857
20396,télégraphiste,m,857
20397,alleu,m,856
20398,città,m,856
20399,correctionnelle,f,856
20400,cytogénétique,f,856
20401,difforme,m,856
20402,net,f,856
20403,pluma,f,856
20404,précieux,m,856
20405,relégitimation,f,856
20406,soumettre,f,856
20407,sousévaluation,f,856
20408,clique,m,855
20409,convenientia,f,855
20410,extraversion,f,855
20411,gay,m,855
20412,ophtalmologiste,m,855
20413,pingrerie,f,855
20414,polyglotte,m,855
20415,salvation,f,855
20416,médullosurrénale,f,854
20417,ménager,f,854
20418,ponctuel,m,854
20419,porteavions,m,854
20420,rocking,m,854
20421,trébuchet,m,854
20422,absolutisation,f,853
20423,biodiesel,m,853
20424,chartisme,m,853
20425,chatière,f,853
20426,dérange,m,853
20427,facultad,f,853
20428,inductance,f,853
20429,mœlle,f,853
20430,relire,f,853
20431,revival,m,853
20432,situaciôn,f,853
20433,biffure,f,852
20434,délicieuse,f,852
20435,globalisme,m,852
20436,grégarisme,m,852
20437,mauricien,m,852
20438,préenquête,f,852
20439,prénotion,f,852
20440,subject,m,852
20441,thuya,m,852
20442,vibrant,m,852
20443,équilibration,f,852
20444,dirigent,f,851
20445,lettere,m,851
20446,madras,m,851
20447,millenium,m,851
20448,métaphase,f,851
20449,stampa,f,851
20450,douloureux,m,850
20451,espada,f,850
20452,glaçage,m,850
20453,histrion,m,850
20454,lan,f,850
20455,morphotype,m,850
20456,observación,f,850
20457,réactance,f,850
20458,soustraitant,m,850
20459,thonier,m,850
20460,to,m,850
20461,végétalisation,f,850
20462,antifascisme,m,849
20463,asociación,f,849
20464,comida,f,849
20465,entant,m,849
20466,eucharistie,f,849
20467,guidant,m,849
20468,homothétie,f,849
20469,potiron,m,849
20470,pénètre,m,849
20471,rpr,m,849
20472,clasificación,f,848
20473,crypto,m,848
20474,dou,f,848
20475,externe,m,848
20476,fascinait,m,848
20477,fnsp,f,848
20478,psychotrope,m,848
20479,regnum,m,848
20480,rouquine,f,848
20481,comparative,f,847
20482,matérielle,f,847
20483,muséification,f,847
20484,projet,f,847
20485,sagou,m,847
20486,subconscience,f,847
20487,chroniqueuse,f,846
20488,extracteur,m,846
20489,fière,f,846
20490,fonceur,m,846
20491,forban,m,846
20492,introducteur,m,846
20493,invitée,f,846
20494,lumen,m,846
20495,métamorphoser,m,846
20496,neuromédiateur,m,846
20497,polypnée,f,846
20498,poussa,m,846
20499,régalade,f,846
20500,seing,m,846
20501,borderie,f,845
20502,harcèle,m,845
20503,honorabilité,f,845
20504,medecin,m,845
20505,réanimateur,m,845
20506,soue,f,845
20507,tangence,f,845
20508,verbosité,f,845
20509,cassonade,f,844
20510,codificateur,m,844
20511,destine,f,844
20512,finissage,m,844
20513,incorporación,f,844
20514,millepertuis,m,844
20515,parieur,m,844
20516,porcher,m,844
20517,possibi,f,844
20518,reproducción,f,844
20519,spectralité,f,844
20520,sècheresse,f,844
20521,visionneuse,f,844
20522,aria,f,843
20523,babouvisme,m,843
20524,cloque,f,843
20525,compé,f,843
20526,differenza,f,843
20527,digestif,m,843
20528,défriche,f,843
20529,fourme,f,843
20530,frivole,m,843
20531,graffito,m,843
20532,gâche,f,843
20533,imprésario,m,843
20534,myélogramme,m,843
20535,pac,f,843
20536,primatiale,f,843
20537,theologia,f,843
20538,amor,m,842
20539,chapitre,f,842
20540,conducta,f,842
20541,contruction,f,842
20542,déjection,f,842
20543,grasse,f,842
20544,kilowatt,m,842
20545,mnémotechnie,f,842
20546,mos,m,842
20547,multipartenariat,m,842
20548,patrologie,f,842
20549,percevoir,f,842
20550,prise,m,842
20551,statère,m,842
20552,cholécystectomie,f,841
20553,element,m,841
20554,frissonnement,m,841
20555,gastronome,m,841
20556,inoculation,f,841
20557,lunule,f,841
20558,névrite,f,841
20559,ombilic,m,841
20560,prononce,f,841
20561,silicone,m,841
20562,tenais,f,841
20563,triolet,m,841
20564,vocifération,f,841
20565,extorsion,f,840
20566,hypersignal,m,840
20567,injecteur,m,840
20568,morphisme,m,840
20569,mouleur,m,840
20570,panaris,m,840
20571,paulette,f,840
20572,présenta,f,840
20573,tequila,f,840
20574,bestseller,m,839
20575,foudroiement,m,839
20576,galactose,m,839
20577,pareja,f,839
20578,quadrichromie,f,839
20579,surdose,f,839
20580,théorie,m,839
20581,analphabétisme,m,838
20582,baryum,m,838
20583,crémière,f,838
20584,dyptique,m,838
20585,déchetterie,f,838
20586,décréation,f,838
20587,herminette,f,838
20588,marre,f,838
20589,productividad,f,838
20590,ubiquité,f,838
20591,caraco,m,837
20592,fomme,f,837
20593,origini,m,837
20594,parlementarisation,f,837
20595,polypropylène,m,837
20596,sauteuse,f,837
20597,scripturalité,f,837
20598,congnoissance,f,836
20599,dialectique,m,836
20600,dolo,m,836
20601,giustizia,f,836
20602,gratte,f,836
20603,hausa,m,836
20604,mégalithe,m,836
20605,photolyse,f,836
20606,plaisante,f,836
20607,subalternation,f,836
20608,temporal,m,836
20609,terri,m,836
20610,vía,f,836
20611,articulateur,m,835
20612,emphysème,m,835
20613,géorgien,m,835
20614,manie,m,835
20615,ramier,m,835
20616,tactilité,f,835
20617,compliqué,m,834
20618,golfeur,m,834
20619,gringalet,m,834
20620,maitresse,f,834
20621,nova,f,834
20622,néoconservatisme,m,834
20623,quasidisparition,f,834
20624,renverse,m,834
20625,sarrau,m,834
20626,sémantèse,f,834
20627,tarse,m,834
20628,branchage,m,833
20629,colt,m,833
20630,garden,f,833
20631,hyponatrémie,f,833
20632,moglie,f,833
20633,palazzo,m,833
20634,rubéfaction,f,833
20635,sanie,f,833
20636,sarcelle,f,833
20637,stimule,f,833
20638,subjectif,m,833
20639,tangibilité,f,833
20640,adopción,f,832
20641,bug,m,832
20642,chassis,m,832
20643,destabilisation,f,832
20644,idiote,f,832
20645,loriot,m,832
20646,nihil,m,832
20647,person,m,832
20648,termite,m,832
20649,cagna,f,831
20650,digesteur,m,831
20651,esquif,m,831
20652,heureuse,f,831
20653,induration,f,831
20654,macédoine,f,831
20655,viola,f,831
20656,chauvesouris,f,830
20657,diffusionnisme,m,830
20658,división,f,830
20659,glabelle,f,830
20660,générai,m,830
20661,k,f,830
20662,kabuki,m,830
20663,oukase,m,830
20664,ragioni,m,830
20665,sidéen,m,830
20666,slavophilisme,m,830
20667,transnational,m,830
20668,vétille,f,830
20669,éclatante,f,830
20670,baillage,m,829
20671,concevons,m,829
20672,convers,m,829
20673,dénervation,f,829
20674,ensenanza,f,829
20675,meseta,f,829
20676,relatio,f,829
20677,scotomisation,f,829
20678,cauri,m,828
20679,chrême,m,828
20680,lut,m,828
20681,nubilité,f,828
20682,playe,f,828
20683,suicidant,m,828
20684,suya,f,828
20685,vera,f,828
20686,abduction,f,827
20687,baston,m,827
20688,centon,m,827
20689,contrarie,m,827
20690,dissimilarité,f,827
20691,spp,f,827
20692,tua,f,827
20693,vitré,m,827
20694,artículo,m,826
20695,cartoucherie,f,826
20696,cocina,f,826
20697,continentalisation,f,826
20698,monologisme,m,826
20699,météorisation,f,826
20700,rallongement,m,826
20701,anaphorique,m,825
20702,anoxie,f,825
20703,boisage,m,825
20704,cassolette,f,825
20705,dizième,m,825
20706,famille,m,825
20707,garderobe,f,825
20708,hindou,m,825
20709,interrègne,m,825
20710,pared,f,825
20711,alopécie,f,824
20712,codirecteur,m,824
20713,myxomatose,f,824
20714,politologue,f,824
20715,posterité,f,824
20716,révérende,f,824
20717,salazarisme,m,824
20718,sauveté,f,824
20719,statégie,f,824
20720,variedad,f,824
20721,applaudissement,m,823
20722,carbonatation,f,823
20723,civelle,f,823
20724,dépiquage,m,823
20725,dépliement,m,823
20726,désexcitation,f,823
20727,folklorisme,m,823
20728,graff,m,823
20729,luthiste,m,823
20730,mouvoir,m,823
20731,oblation,f,823
20732,opticien,m,823
20733,physicochimie,f,823
20734,surfaçage,m,823
20735,hiérachie,f,822
20736,joséphisme,m,822
20737,pau,f,822
20738,solennel,m,822
20739,antonyme,m,821
20740,colorisation,f,821
20741,congre,m,821
20742,cuirassier,m,821
20743,désiré,m,821
20744,furine,f,821
20745,malotru,m,821
20746,motu,m,821
20747,port,f,821
20748,surqualification,f,821
20749,timide,f,821
20750,torturé,m,821
20751,avantprojet,m,820
20752,benthos,m,820
20753,carbochimie,f,820
20754,clairobscur,m,820
20755,corticoïde,m,820
20756,dégustateur,m,820
20757,funeste,m,820
20758,gouvernement,f,820
20759,inhalation,f,820
20760,offreur,m,820
20761,polycopié,m,820
20762,promeneuse,f,820
20763,récollet,m,820
20764,synthème,m,820
20765,vélocipédie,f,820
20766,amphi,m,819
20767,barda,m,819
20768,capucine,f,819
20769,clairvoyant,m,819
20770,décolletage,m,819
20771,lotte,f,819
20772,primevère,f,819
20773,prostacycline,f,819
20774,tétanie,f,819
20775,aigle,f,818
20776,assiettée,f,818
20777,criminalistique,f,818
20778,domina,f,818
20779,fentanyl,m,818
20780,gnôle,f,818
20781,narratio,f,818
20782,pustule,f,818
20783,submerge,f,818
20784,vraye,f,818
20785,aubade,f,817
20786,cam,m,817
20787,coopéra,f,817
20788,corrompre,f,817
20789,fléchette,f,817
20790,frêt,m,817
20791,lle,f,817
20792,mesureur,m,817
20793,serge,f,817
20794,sté,f,817
20795,tisseuse,f,817
20796,baba,m,816
20797,dodécaèdre,m,816
20798,solu,f,816
20799,tord,m,816
20800,trabajo,m,816
20801,willaya,f,816
20802,accoucheuse,f,815
20803,affreux,m,815
20804,arnaque,f,815
20805,bagout,m,815
20806,bilatéralisation,f,815
20807,canonique,f,815
20808,cdu,f,815
20809,collectage,m,815
20810,fripouille,f,815
20811,lysozyme,m,815
20812,pontifical,m,815
20813,roquet,m,815
20814,sanior,f,815
20815,supplia,m,815
20816,chaouch,m,814
20817,coparentalité,f,814
20818,défend,f,814
20819,dépuration,f,814
20820,requete,f,814
20821,répétons,m,814
20822,synaxe,f,814
20823,cueilleur,m,813
20824,despense,f,813
20825,estación,f,813
20826,fourreur,m,813
20827,koinônia,f,813
20828,nettoyeur,m,813
20829,primarité,f,813
20830,péan,m,813
20831,separation,f,813
20832,stipule,m,813
20833,sténographe,m,813
20834,tr,m,813
20835,traditio,f,813
20836,épistémologue,m,813
20837,calcédoine,f,812
20838,homophonie,f,812
20839,inflorescence,f,812
20840,infra,f,812
20841,invraisemblance,f,812
20842,pnb,m,812
20843,presbyterium,m,812
20844,quod,m,812
20845,reference,f,812
20846,renouvelle,f,812
20847,rognon,m,812
20848,salto,m,812
20849,suédoise,f,812
20850,tille,f,812
20851,viager,m,812
20852,ananas,m,811
20853,charis,f,811
20854,concensus,m,811
20855,conduisirent,m,811
20856,martre,m,811
20857,mastaba,m,811
20858,mihrab,m,811
20859,minutier,m,811
20860,momentum,m,811
20861,oxydant,m,811
20862,parénèse,f,811
20863,pinacothèque,f,811
20864,piémontais,m,811
20865,syndicaliste,f,811
20866,africaniste,m,810
20867,beur,m,810
20868,biotine,f,810
20869,care,m,810
20870,domaines,m,810
20871,fessier,m,810
20872,formage,m,810
20873,hyperventilation,f,810
20874,letton,m,810
20875,néovascularisation,f,810
20876,pasión,f,810
20877,paya,m,810
20878,petitebourgeoisie,f,810
20879,poeme,m,810
20880,rainette,f,810
20881,tamponnement,m,810
20882,temps,f,810
20883,aspérité,f,809
20884,colinéarité,f,809
20885,concentración,f,809
20886,foulon,m,809
20887,gond,m,809
20888,idiotie,f,809
20889,milonga,f,809
20890,panda,m,809
20891,remede,m,809
20892,ri,m,809
20893,sectateur,m,809
20894,thalassémie,f,809
20895,aérogare,f,808
20896,condensât,m,808
20897,docu,m,808
20898,décuplement,m,808
20899,géohistoire,f,808
20900,hile,m,808
20901,intestin,m,808
20902,opératrice,f,808
20903,viceroi,m,808
20904,voltigeur,m,808
20905,étrier,m,808
20906,aviron,m,807
20907,clématite,f,807
20908,hermaphrodite,m,807
20909,hypnose,f,807
20910,monôme,m,807
20911,péri,m,807
20912,shaman,m,807
20913,tardive,f,807
20914,tubérisation,f,807
20915,accompli,m,806
20916,autocorrélation,f,806
20917,bandoulière,f,806
20918,chlorhydrate,m,806
20919,cotisant,m,806
20920,crawl,m,806
20921,dada,m,806
20922,dreyfusard,m,806
20923,escasez,f,806
20924,intergroupe,m,806
20925,lougre,m,806
20926,phlegmon,m,806
20927,satori,m,806
20928,surliquidité,f,806
20929,antiaméricanisme,m,805
20930,bisaïeul,m,805
20931,cuistre,m,805
20932,custode,f,805
20933,cytomégalovirus,m,805
20934,francais,m,805
20935,gyrophare,m,805
20936,informe,m,805
20937,mande,m,805
20938,marimba,f,805
20939,représentabilité,f,805
20940,sécante,f,805
20941,tropopause,f,805
20942,blastocyste,m,804
20943,copiage,m,804
20944,décidabilité,f,804
20945,défect,m,804
20946,lieux,m,804
20947,objeto,m,804
20948,oculaire,m,804
20949,parcourt,f,804
20950,prédicatif,m,804
20951,quaker,m,804
20952,quaternité,f,804
20953,ragtime,m,804
20954,renforçateur,m,804
20955,salua,f,804
20956,souillon,f,804
20957,strette,f,804
20958,talk,m,804
20959,thermo,f,804
20960,apporteur,m,803
20961,ment,f,803
20962,minois,m,803
20963,poudreuse,f,803
20964,réali,f,803
20965,situationnisme,m,803
20966,anévrysme,m,802
20967,bowling,m,802
20968,cahot,m,802
20969,charbonnerie,f,802
20970,gazomètre,m,802
20971,magnanime,m,802
20972,perce,m,802
20973,plaquage,m,802
20974,reconcentration,f,802
20975,reconstruit,m,802
20976,réincorporation,f,802
20977,tamtam,m,802
20978,étai,m,802
20979,ankylose,f,801
20980,avertisseur,m,801
20981,brai,m,801
20982,comprenais,m,801
20983,isolationnisme,m,801
20984,minerve,f,801
20985,mystagogie,f,801
20986,photocoagulation,f,801
20987,scanographe,m,801
20988,sus,f,801
20989,thumos,m,801
20990,trayon,m,801
20991,college,m,800
20992,deltoïde,m,800
20993,dictaphone,m,800
20994,dolomitisation,f,800
20995,donnerai,m,800
20996,démoulage,m,800
20997,exhibitionnisme,m,800
20998,flamboyance,f,800
20999,gégène,f,800
21000,mangeaille,f,800
21001,nitruration,f,800
21002,parfaire,f,800
21003,pigiste,m,800
21004,raffiné,m,800
21005,stéréo,f,800
21006,surséance,f,800
21007,tiltre,m,800
